Key,Date,Volume,Disc,max_T,min_T,avg_T,precipitation,Consumer_Price_Index_month,Exchange_Rate_Index_Period_Average_month,Exchange_Rate_LCU_per_US_Period_Average_month,Industrial_Production_Index_month,Wholesale_Producer_Price_Index_LCU_basus_month,Nominal_Consumption_Total_lcu_quarter,Nominal_Consumption_Total_US_quarter,Nominal_GDP_lcu_quarter,Nominal_GDP_US_quarter,Nominal_Private_Consumption_lcu_quarter,Nominal_Private_Consumption_US_quarter,Real_Consumption_Total_lcu_quarter,Real_Consumption_Total_US_quarter,Real_GDP_lcu_quarter,Real_GDP_US_quarter,Real_Private_Consumption_lcu_quarter,Real_Private_Consumption_US_quarter,Unemployment_Rate_quarter,Disposable_Personal_Income_lcu_annual,Disposable_personal_income_real_lcu_annual,Disposable_Personal_Income_US_annual,Employment_Total_annual,Index_Unit_Labor_Costs_LCU_basis_annual,Index_Unit_Labor_Costs_US_basis_annual,Index_wages_straight_time_LCU_basis_annual,Index_wages_straight_time_US_basis_annual,Nominal_GDP_per_employee_annual,Nominal_Consumption_Per_Capita_US_annual,Nominal_GDP_Per_Capita_lcu_annual,Nominal_Indirect_Taxes_Minus_Subsidies_lcu_annual,Nominal_Indirect_Taxes_Minus_Subsidies_US_annual,Number_of_households_annual,Participation_Rate_annual,Population_Age_Bracket_15_64_annual,Population_Total_annual,Population_Urban_annual,Price_of_Crude_Oil_LCU_basis_annual,Real_GDP_Per_Capita_lcu_annual,Real_Indirect_Taxes_Minus_Subsidies_lcu_annual,Real_Price_of_Crude_Oil_LCU_basis_annual,Real_Price_of_Crude_Oil_US_basis_annual,Share_of_Population_Urban_annual,Tax_Rate_Overall_Taxes_annual,Tax_Rate_Personal_Income_Taxes_annual,Terms_of_Trade_annual,Unemployment_annual,Wages_and_Salaries_Gross_lcu_annual,Wages_and_Salaries_Gross_US_annual,Working_Age_Population_annual,Index_Retail_Sales_Real_month,Real_GDP_at_Factor_Cost_Services_lcu_annual,PMI,Inflation_Rate,Selling_days_ratio,Selling_days,Selling_days_Quarter,Selling_days_Half,Selling_days_9,Selling_days_17,Holidays,Holidays_9,Holidays_17,Sales_Package,Marketing_Package,Month,Month1,Month2,Month3,Month4,Month5,Month6,Month7,Month8,Month9,Month10,Month11,Month12,Growth_rate
B,2016-04-01T00:00:00Z,634592.14,112271400.985272,72.1234779733456,54.350191765825,63.2353195897528,4.67903243364638,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50.1,2.3,0.766666666666667,23,72,144,23,23,7,7,7,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
C,2016-04-01T00:00:00Z,1167166.95299999,93083103.0310211,72.1234779733456,54.350191765825,63.2353195897528,4.67903243364638,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50.1,2.3,0.766666666666667,23,72,144,23,23,7,7,7,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
D,2016-04-01T00:00:00Z,454540.278,58163636.372528,72.1234779733456,54.350191765825,63.2353195897528,4.67903243364638,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50.1,2.3,0.766666666666667,23,72,144,23,23,7,7,7,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
E,2016-04-01T00:00:00Z,54463.6116000001,9808469.81874999,72.1234779733456,54.350191765825,63.2353195897528,4.67903243364638,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50.1,2.3,0.766666666666667,23,72,144,23,23,7,7,7,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
J,2016-04-01T00:00:00Z,4439.38199999998,4412509.948086,72.1234779733456,54.350191765825,63.2353195897528,4.67903243364638,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50.1,2.3,0.766666666666667,23,72,144,23,23,7,7,7,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
F,2016-04-01T00:00:00Z,1015892.78739994,79908267.5768123,72.1234779733456,54.350191765825,63.2353195897528,4.67903243364638,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50.1,2.3,0.766666666666667,23,72,144,23,23,7,7,7,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
G,2016-04-01T00:00:00Z,578555.451999999,16963596.940735,72.1234779733456,54.350191765825,63.2353195897528,4.67903243364638,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50.1,2.3,0.766666666666667,23,72,144,23,23,7,7,7,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
A,2016-05-01T00:00:00Z,1788499.4566,512621298.519801,78.173112768431,60.2314099871801,69.200614999077,5.51299291024752,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50.1,2,0.806451612903226,25,72,144,25,25,6,6,6,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0
I,2016-05-01T00:00:00Z,220784.2598,22884519.68439,78.173112768431,60.2314099871801,69.200614999077,5.51299291024752,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50.1,2,0.806451612903226,25,72,144,25,25,6,6,6,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0
H,2016-05-01T00:00:00Z,351247.476,45869707.019941,78.173112768431,60.2314099871801,69.200614999077,5.51299291024752,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50.1,2,0.806451612903226,25,72,144,25,25,6,6,6,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0
L,2016-05-01T00:00:00Z,421.14,46540.606144,78.173112768431,60.2314099871801,69.200614999077,5.51299291024752,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50.1,2,0.806451612903226,25,72,144,25,25,6,6,6,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0
B,2016-05-01T00:00:00Z,838263.35612,137922468.67051,78.173112768431,60.2314099871801,69.200614999077,5.51299291024752,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50.1,2,0.806451612903226,25,72,144,25,25,6,6,6,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0
C,2016-05-01T00:00:00Z,1411169.58832,126791713.440322,78.173112768431,60.2314099871801,69.200614999077,5.51299291024752,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50.1,2,0.806451612903226,25,72,144,25,25,6,6,6,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0
D,2016-05-01T00:00:00Z,432452.31056,59338923.5301689,78.173112768431,60.2314099871801,69.200614999077,5.51299291024752,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50.1,2,0.806451612903226,25,72,144,25,25,6,6,6,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0
E,2016-05-01T00:00:00Z,44903.1202800001,12004518.8833362,78.173112768431,60.2314099871801,69.200614999077,5.51299291024752,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50.1,2,0.806451612903226,25,72,144,25,25,6,6,6,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0
J,2016-05-01T00:00:00Z,3273.11424,4340771.538283,78.173112768431,60.2314099871801,69.200614999077,5.51299291024752,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50.1,2,0.806451612903226,25,72,144,25,25,6,6,6,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0
F,2016-05-01T00:00:00Z,1279351.7000799,90925169.2919359,78.173112768431,60.2314099871801,69.200614999077,5.51299291024752,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50.1,2,0.806451612903226,25,72,144,25,25,6,6,6,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0
G,2016-05-01T00:00:00Z,930643.477999999,-18967421.656059,78.173112768431,60.2314099871801,69.200614999077,5.51299291024752,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50.1,2,0.806451612903226,25,72,144,25,25,6,6,6,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0
A,2016-06-01T00:00:00Z,2000922.79671999,514924169.761607,85.0593241838683,68.283862027004,76.6700341404626,7.29283679524738,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50,1.9,0.8,24,72,144,24,24,6,6,6,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0
I,2016-06-01T00:00:00Z,288103.58616,32770111.245153,85.0593241838683,68.283862027004,76.6700341404626,7.29283679524738,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50,1.9,0.8,24,72,144,24,24,6,6,6,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0
H,2016-06-01T00:00:00Z,410341.273,53396484.9039628,85.0593241838683,68.283862027004,76.6700341404626,7.29283679524738,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50,1.9,0.8,24,72,144,24,24,6,6,6,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0
L,2016-06-01T00:00:00Z,1839.096,62383.076809,85.0593241838683,68.283862027004,76.6700341404626,7.29283679524738,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50,1.9,0.8,24,72,144,24,24,6,6,6,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0
B,2016-06-01T00:00:00Z,958121.946759997,151865584.362084,85.0593241838683,68.283862027004,76.6700341404626,7.29283679524738,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50,1.9,0.8,24,72,144,24,24,6,6,6,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0
C,2016-06-01T00:00:00Z,1553591.6826,132737486.85051,85.0593241838683,68.283862027004,76.6700341404626,7.29283679524738,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50,1.9,0.8,24,72,144,24,24,6,6,6,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0
D,2016-06-01T00:00:00Z,494009.89976,61232851.432009,85.0593241838683,68.283862027004,76.6700341404626,7.29283679524738,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50,1.9,0.8,24,72,144,24,24,6,6,6,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0
E,2016-06-01T00:00:00Z,52468.75196,18634027.950032,85.0593241838683,68.283862027004,76.6700341404626,7.29283679524738,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50,1.9,0.8,24,72,144,24,24,6,6,6,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0
J,2016-06-01T00:00:00Z,3460.46599999999,3567259.577002,85.0593241838683,68.283862027004,76.6700341404626,7.29283679524738,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50,1.9,0.8,24,72,144,24,24,6,6,6,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0
F,2016-06-01T00:00:00Z,1556195.76303995,100326269.148802,85.0593241838683,68.283862027004,76.6700341404626,7.29283679524738,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50,1.9,0.8,24,72,144,24,24,6,6,6,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0
G,2016-06-01T00:00:00Z,1132426.738,-14921538.911348,85.0593241838683,68.283862027004,76.6700341404626,7.29283679524738,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50,1.9,0.8,24,72,144,24,24,6,6,6,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0
A,2016-07-01T00:00:00Z,1866309.173,508440980.296022,89.0606681776467,73.7047580222551,81.3813641528197,8.63208938960063,85.4585,108.6444,6.8277,58.7934,103.0408,40470.9853,6071.0346,75421.6245,11313.9646,29700.5782,4455.3706,33132.3037,6326.6621,64982.1919,11810.6818,24315.0518,4642.9949,3.8984,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,49.9,1.8,0.838709677419355,26,77,151,26,26,5,5,5,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0
I,2016-07-01T00:00:00Z,278869.379,27670758.432299,89.0606681776467,73.7047580222551,81.3813641528197,8.63208938960063,85.4585,108.6444,6.8277,58.7934,103.0408,40470.9853,6071.0346,75421.6245,11313.9646,29700.5782,4455.3706,33132.3037,6326.6621,64982.1919,11810.6818,24315.0518,4642.9949,3.8984,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,49.9,1.8,0.838709677419355,26,77,151,26,26,5,5,5,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0
H,2016-07-01T00:00:00Z,394297.008,46227515.9699136,89.0606681776467,73.7047580222551,81.3813641528197,8.63208938960063,85.4585,108.6444,6.8277,58.7934,103.0408,40470.9853,6071.0346,75421.6245,11313.9646,29700.5782,4455.3706,33132.3037,6326.6621,64982.1919,11810.6818,24315.0518,4642.9949,3.8984,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,49.9,1.8,0.838709677419355,26,77,151,26,26,5,5,5,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0
L,2016-07-01T00:00:00Z,3978.041,373493.48,89.0606681776467,73.7047580222551,81.3813641528197,8.63208938960063,85.4585,108.6444,6.8277,58.7934,103.0408,40470.9853,6071.0346,75421.6245,11313.9646,29700.5782,4455.3706,33132.3037,6326.6621,64982.1919,11810.6818,24315.0518,4642.9949,3.8984,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,49.9,1.8,0.838709677419355,26,77,151,26,26,5,5,5,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0
